gene,category,family
col-77,Nematode-specific core matrisome,Cuticular Collagens
M195.1,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000653,Nematode-specific core matrisome,Cuticular Collagens
Q21562,Nematode-specific core matrisome,Cuticular Collagens
col-78,Nematode-specific core matrisome,Cuticular Collagens
W07A12.5,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000654,Nematode-specific core matrisome,Cuticular Collagens
col-79,Nematode-specific core matrisome,Cuticular Collagens
C09G5.3,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000655,Nematode-specific core matrisome,Cuticular Collagens
Q09233,Nematode-specific core matrisome,Cuticular Collagens
col-8,Nematode-specific core matrisome,Cuticular Collagens
F11H8.3,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000597,Nematode-specific core matrisome,Cuticular Collagens
col-80,Nematode-specific core matrisome,Cuticular Collagens
C09G5.5,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000656,Nematode-specific core matrisome,Cuticular Collagens
Q09456,Nematode-specific core matrisome,Cuticular Collagens
col-81,Nematode-specific core matrisome,Cuticular Collagens
F38A3.1,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000657,Nematode-specific core matrisome,Cuticular Collagens
Q20135,Nematode-specific core matrisome,Cuticular Collagens
col-83,Nematode-specific core matrisome,Cuticular Collagens
F33A8.9,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000658,Nematode-specific core matrisome,Cuticular Collagens
Q9NAQ4,Nematode-specific core matrisome,Cuticular Collagens
col-84,Nematode-specific core matrisome,Cuticular Collagens
K12D12.3,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000659,Nematode-specific core matrisome,Cuticular Collagens
Q21437,Nematode-specific core matrisome,Cuticular Collagens
col-85,Nematode-specific core matrisome,Cuticular Collagens
T21B4.2,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000660,Nematode-specific core matrisome,Cuticular Collagens
O18097,Nematode-specific core matrisome,Cuticular Collagens
col-86,Nematode-specific core matrisome,Cuticular Collagens
Y81G3A.5,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000661,Nematode-specific core matrisome,Cuticular Collagens
Q9XVY1,Nematode-specific core matrisome,Cuticular Collagens
B6GUQ3,Nematode-specific core matrisome,Cuticular Collagens
col-87,Nematode-specific core matrisome,Cuticular Collagens
Y39G8C.4,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000662,Nematode-specific core matrisome,Cuticular Collagens
Q7YTG4,Nematode-specific core matrisome,Cuticular Collagens
col-88,Nematode-specific core matrisome,Cuticular Collagens
W05G11.3,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000663,Nematode-specific core matrisome,Cuticular Collagens
O44904,Nematode-specific core matrisome,Cuticular Collagens
col-89,Nematode-specific core matrisome,Cuticular Collagens
F17C8.2,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000664,Nematode-specific core matrisome,Cuticular Collagens
Q19528,Nematode-specific core matrisome,Cuticular Collagens
col-9,Nematode-specific core matrisome,Cuticular Collagens
F54B11.1,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000598,Nematode-specific core matrisome,Cuticular Collagens
Q20744,Nematode-specific core matrisome,Cuticular Collagens
col-90,Nematode-specific core matrisome,Cuticular Collagens
C29E4.1,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000665,Nematode-specific core matrisome,Cuticular Collagens
P34340,Nematode-specific core matrisome,Cuticular Collagens
col-91,Nematode-specific core matrisome,Cuticular Collagens
F09G8.6,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000666,Nematode-specific core matrisome,Cuticular Collagens
P34391,Nematode-specific core matrisome,Cuticular Collagens
col-92,Nematode-specific core matrisome,Cuticular Collagens
W05B2.6,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000667,Nematode-specific core matrisome,Cuticular Collagens
Q9XVG3,Nematode-specific core matrisome,Cuticular Collagens
col-93,Nematode-specific core matrisome,Cuticular Collagens
W05B2.5,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000668,Nematode-specific core matrisome,Cuticular Collagens
col-94,Nematode-specific core matrisome,Cuticular Collagens
W05B2.1,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000669,Nematode-specific core matrisome,Cuticular Collagens
col-95,Nematode-specific core matrisome,Cuticular Collagens
Y41C4A.16,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000670,Nematode-specific core matrisome,Cuticular Collagens
col-96,Nematode-specific core matrisome,Cuticular Collagens
Y41C4A.19,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000671,Nematode-specific core matrisome,Cuticular Collagens
Q86MP2,Nematode-specific core matrisome,Cuticular Collagens
col-97,Nematode-specific core matrisome,Cuticular Collagens
ZK1010.7,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000672,Nematode-specific core matrisome,Cuticular Collagens
O18286,Nematode-specific core matrisome,Cuticular Collagens
col-98,Nematode-specific core matrisome,Cuticular Collagens
F14F7.1,Nematode-specific core matrisome,Cuticular Collagens
WBGene00000673,Nematode-specific core matrisome,Cuticular Collagens
O17805,Nematode-specific core matrisome,Cuticular Collagens
dpy-10,Nematode-specific core matrisome,Cuticular Collagens
T14B4.7,Nematode-specific core matrisome,Cuticular Collagens
WBGene00001072,Nematode-specific core matrisome,Cuticular Collagens
P35800,Nematode-specific core matrisome,Cuticular Collagens
dpy-13,Nematode-specific core matrisome,Cuticular Collagens
F30B5.1,Nematode-specific core matrisome,Cuticular Collagens
WBGene00001074,Nematode-specific core matrisome,Cuticular Collagens
P17657,Nematode-specific core matrisome,Cuticular Collagens
dpy-14,Nematode-specific core matrisome,Cuticular Collagens
H27M09.4,Nematode-specific core matrisome,Cuticular Collagens
WBGene00001075,Nematode-specific core matrisome,Cuticular Collagens
G5EEB6,Nematode-specific core matrisome,Cuticular Collagens
dpy-17,Nematode-specific core matrisome,Cuticular Collagens
F54D8.1,Nematode-specific core matrisome,Cuticular Collagens
WBGene00001076,Nematode-specific core matrisome,Cuticular Collagens
Q20778,Nematode-specific core matrisome,Cuticular Collagens
dpy-2,Nematode-specific core matrisome,Cuticular Collagens
T14B4.6,Nematode-specific core matrisome,Cuticular Collagens
WBGene00001064,Nematode-specific core matrisome,Cuticular Collagens
P35799,Nematode-specific core matrisome,Cuticular Collagens
dpy-3,Nematode-specific core matrisome,Cuticular Collagens
EGAP7.1,Nematode-specific core matrisome,Cuticular Collagens
WBGene00001065,Nematode-specific core matrisome,Cuticular Collagens
Q19079,Nematode-specific core matrisome,Cuticular Collagens
dpy-4,Nematode-specific core matrisome,Cuticular Collagens
Y41E3.2,Nematode-specific core matrisome,Cuticular Collagens
WBGene00001066,Nematode-specific core matrisome,Cuticular Collagens
O62432,Nematode-specific core matrisome,Cuticular Collagens
dpy-5,Nematode-specific core matrisome,Cuticular Collagens
F27C1.8,Nematode-specific core matrisome,Cuticular Collagens
WBGene00001067,Nematode-specific core matrisome,Cuticular Collagens
P91285,Nematode-specific core matrisome,Cuticular Collagens
dpy-7,Nematode-specific core matrisome,Cuticular Collagens
F46C8.6,Nematode-specific core matrisome,Cuticular Collagens
WBGene00001069,Nematode-specific core matrisome,Cuticular Collagens
P34688,Nematode-specific core matrisome,Cuticular Collagens
dpy-8,Nematode-specific core matrisome,Cuticular Collagens
C31H2.2,Nematode-specific core matrisome,Cuticular Collagens
WBGene00001070,Nematode-specific core matrisome,Cuticular Collagens
Q18345,Nematode-specific core matrisome,Cuticular Collagens
dpy-9,Nematode-specific core matrisome,Cuticular Collagens
T21D12.2,Nematode-specific core matrisome,Cuticular Collagens
WBGene00001071,Nematode-specific core matrisome,Cuticular Collagens
O16787,Nematode-specific core matrisome,Cuticular Collagens
U4PBE1,Nematode-specific core matrisome,Cuticular Collagens
lon-3,Nematode-specific core matrisome,Cuticular Collagens
ZK836.1,Nematode-specific core matrisome,Cuticular Collagens
WBGene00003057,Nematode-specific core matrisome,Cuticular Collagens
Q23628,Nematode-specific core matrisome,Cuticular Collagens
ram-2,Nematode-specific core matrisome,Cuticular Collagens
F38A3.2,Nematode-specific core matrisome,Cuticular Collagens
WBGene00004300,Nematode-specific core matrisome,Cuticular Collagens
Q20136,Nematode-specific core matrisome,Cuticular Collagens
rol-1,Nematode-specific core matrisome,Cuticular Collagens
Y57A10A.11,Nematode-specific core matrisome,Cuticular Collagens
WBGene00004394,Nematode-specific core matrisome,Cuticular Collagens
Q9NA83,Nematode-specific core matrisome,Cuticular Collagens
rol-6,Nematode-specific core matrisome,Cuticular Collagens
T01B7.7,Nematode-specific core matrisome,Cuticular Collagens
WBGene00004397,Nematode-specific core matrisome,Cuticular Collagens
P20784,Nematode-specific core matrisome,Cuticular Collagens
sqt-1,Nematode-specific core matrisome,Cuticular Collagens
B0491.2,Nematode-specific core matrisome,Cuticular Collagens
WBGene00005016,Nematode-specific core matrisome,Cuticular Collagens
sqt-2,Nematode-specific core matrisome,Cuticular Collagens
C01B12.1,Nematode-specific core matrisome,Cuticular Collagens
WBGene00005017,Nematode-specific core matrisome,Cuticular Collagens
O17209,Nematode-specific core matrisome,Cuticular Collagens
sqt-3,Nematode-specific core matrisome,Cuticular Collagens
F23H12.4,Nematode-specific core matrisome,Cuticular Collagens
WBGene00005018,Nematode-specific core matrisome,Cuticular Collagens
H2L2C4,Nematode-specific core matrisome,Cuticular Collagens
P08124,Nematode-specific core matrisome,Cuticular Collagens
cpg-1,Nematode-specific core matrisome,Proteoglycans
C07G2.1,Nematode-specific core matrisome,Proteoglycans
WBGene00000465,Nematode-specific core matrisome,Proteoglycans
Q17802,Nematode-specific core matrisome,Proteoglycans
cpg-2,Nematode-specific core matrisome,Proteoglycans
B0280.5,Nematode-specific core matrisome,Proteoglycans
WBGene00015102,Nematode-specific core matrisome,Proteoglycans
P41996,Nematode-specific core matrisome,Proteoglycans
cpg-3,Nematode-specific core matrisome,Proteoglycans
R06C7.4,Nematode-specific core matrisome,Proteoglycans
WBGene00011063,Nematode-specific core matrisome,Proteoglycans
Q21771,Nematode-specific core matrisome,Proteoglycans
cpg-4,Nematode-specific core matrisome,Proteoglycans
C10F3.1,Nematode-specific core matrisome,Proteoglycans
WBGene00015677,Nematode-specific core matrisome,Proteoglycans
O16883,Nematode-specific core matrisome,Proteoglycans
cpg-7,Nematode-specific core matrisome,Proteoglycans
K09E4.6,Nematode-specific core matrisome,Proteoglycans
WBGene00010723,Nematode-specific core matrisome,Proteoglycans
Q7YWX9,Nematode-specific core matrisome,Proteoglycans
cpg-8,Nematode-specific core matrisome,Proteoglycans
K03B4.7,Nematode-specific core matrisome,Proteoglycans
WBGene00019357,Nematode-specific core matrisome,Proteoglycans
Q21175,Nematode-specific core matrisome,Proteoglycans
cpg-9,Nematode-specific core matrisome,Proteoglycans
Y67D8C.8,Nematode-specific core matrisome,Proteoglycans
WBGene00022072,Nematode-specific core matrisome,Proteoglycans
Q95XP7,Nematode-specific core matrisome,Proteoglycans
bli-5,Nematode-specific matrisome-associated,ECM Regulators
F45G2.5,Nematode-specific matrisome-associated,ECM Regulators
WBGene00000255,Nematode-specific matrisome-associated,ECM Regulators
O62247,Nematode-specific matrisome-associated,ECM Regulators
dpy-31,Nematode-specific matrisome-associated,ECM Regulators
R151.5,Nematode-specific matrisome-associated,ECM Regulators
WBGene00006592,Nematode-specific matrisome-associated,ECM Regulators
P98060,Nematode-specific matrisome-associated,ECM Regulators
hch-1,Nematode-specific matrisome-associated,ECM Regulators
F40E10.1,Nematode-specific matrisome-associated,ECM Regulators
WBGene00001828,Nematode-specific matrisome-associated,ECM Regulators
Q21059,Nematode-specific matrisome-associated,ECM Regulators
mam-1,Nematode-specific matrisome-associated,ECM Regulators
ZC13.3,Nematode-specific matrisome-associated,ECM Regulators
WBGene00022504,Nematode-specific matrisome-associated,ECM Regulators
mig-17,Nematode-specific matrisome-associated,ECM Regulators
F57B7.4,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003248,Nematode-specific matrisome-associated,ECM Regulators
Q20930,Nematode-specific matrisome-associated,ECM Regulators
mlt-9,Nematode-specific matrisome-associated,ECM Regulators
F09B12.1,Nematode-specific matrisome-associated,ECM Regulators
WBGene00008605,Nematode-specific matrisome-associated,ECM Regulators
Q9U3K3,Nematode-specific matrisome-associated,ECM Regulators
Q9U3K4,Nematode-specific matrisome-associated,ECM Regulators
nas-11,Nematode-specific matrisome-associated,ECM Regulators
K11G12.1,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003530,Nematode-specific matrisome-associated,ECM Regulators
Q21432,Nematode-specific matrisome-associated,ECM Regulators
nas-16,Nematode-specific matrisome-associated,ECM Regulators
K03B8.1,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003535,Nematode-specific matrisome-associated,ECM Regulators
Q21180,Nematode-specific matrisome-associated,ECM Regulators
nas-17,Nematode-specific matrisome-associated,ECM Regulators
K03B8.2,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003536,Nematode-specific matrisome-associated,ECM Regulators
Q21178,Nematode-specific matrisome-associated,ECM Regulators
nas-18,Nematode-specific matrisome-associated,ECM Regulators
K03B8.3,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003537,Nematode-specific matrisome-associated,ECM Regulators
Q21179,Nematode-specific matrisome-associated,ECM Regulators
nas-19,Nematode-specific matrisome-associated,ECM Regulators
K03B8.5,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003538,Nematode-specific matrisome-associated,ECM Regulators
Q21181,Nematode-specific matrisome-associated,ECM Regulators
nas-20,Nematode-specific matrisome-associated,ECM Regulators
T11F9.3,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003539,Nematode-specific matrisome-associated,ECM Regulators
Q22396,Nematode-specific matrisome-associated,ECM Regulators
nas-21,Nematode-specific matrisome-associated,ECM Regulators
T11F9.5,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003540,Nematode-specific matrisome-associated,ECM Regulators
Q22401,Nematode-specific matrisome-associated,ECM Regulators
nas-22,Nematode-specific matrisome-associated,ECM Regulators
T11F9.6,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003541,Nematode-specific matrisome-associated,ECM Regulators
Q22398,Nematode-specific matrisome-associated,ECM Regulators
nas-23,Nematode-specific matrisome-associated,ECM Regulators
R10H1.5,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003542,Nematode-specific matrisome-associated,ECM Regulators
Q7Z0M7,Nematode-specific matrisome-associated,ECM Regulators
nas-24,Nematode-specific matrisome-associated,ECM Regulators
F20G2.4,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003543,Nematode-specific matrisome-associated,ECM Regulators
Q93542,Nematode-specific matrisome-associated,ECM Regulators
nas-25,Nematode-specific matrisome-associated,ECM Regulators
F46C5.3,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003544,Nematode-specific matrisome-associated,ECM Regulators
Q20459,Nematode-specific matrisome-associated,ECM Regulators
nas-27,Nematode-specific matrisome-associated,ECM Regulators
T23F4.4,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003545,Nematode-specific matrisome-associated,ECM Regulators
O17264,Nematode-specific matrisome-associated,ECM Regulators
nas-28,Nematode-specific matrisome-associated,ECM Regulators
F42A10.8,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003546,Nematode-specific matrisome-associated,ECM Regulators
P98061,Nematode-specific matrisome-associated,ECM Regulators
nas-29,Nematode-specific matrisome-associated,ECM Regulators
F58A6.4,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003547,Nematode-specific matrisome-associated,ECM Regulators
Q20958,Nematode-specific matrisome-associated,ECM Regulators
nas-30,Nematode-specific matrisome-associated,ECM Regulators
Y95B8A.1,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003548,Nematode-specific matrisome-associated,ECM Regulators
Q9N2V2,Nematode-specific matrisome-associated,ECM Regulators
Q9N2V3,Nematode-specific matrisome-associated,ECM Regulators
nas-31,Nematode-specific matrisome-associated,ECM Regulators
F58B4.1,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003549,Nematode-specific matrisome-associated,ECM Regulators
Q7JLI1,Nematode-specific matrisome-associated,ECM Regulators
nas-32,Nematode-specific matrisome-associated,ECM Regulators
T02B11.7,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003550,Nematode-specific matrisome-associated,ECM Regulators
O16977,Nematode-specific matrisome-associated,ECM Regulators
nas-33,Nematode-specific matrisome-associated,ECM Regulators
K04E7.3,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003551,Nematode-specific matrisome-associated,ECM Regulators
P55114,Nematode-specific matrisome-associated,ECM Regulators
nas-36,Nematode-specific matrisome-associated,ECM Regulators
C26C6.3,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003552,Nematode-specific matrisome-associated,ECM Regulators
Q18206,Nematode-specific matrisome-associated,ECM Regulators
nas-37,Nematode-specific matrisome-associated,ECM Regulators
C17G1.6,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003553,Nematode-specific matrisome-associated,ECM Regulators
Q93243,Nematode-specific matrisome-associated,ECM Regulators
nas-38,Nematode-specific matrisome-associated,ECM Regulators
F57C12.1,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003554,Nematode-specific matrisome-associated,ECM Regulators
nas-9,Nematode-specific matrisome-associated,ECM Regulators
C37H5.9,Nematode-specific matrisome-associated,ECM Regulators
WBGene00003528,Nematode-specific matrisome-associated,ECM Regulators
P91137,Nematode-specific matrisome-associated,ECM Regulators
toh-1,Nematode-specific matrisome-associated,ECM Regulators
T24A11.3,Nematode-specific matrisome-associated,ECM Regulators
WBGene00006591,Nematode-specific matrisome-associated,ECM Regulators
Q22710,Nematode-specific matrisome-associated,ECM Regulators
zmp-4,Nematode-specific matrisome-associated,ECM Regulators
W09D12.1,Nematode-specific matrisome-associated,ECM Regulators
WBGene00012364,Nematode-specific matrisome-associated,ECM Regulators
Q23227,Nematode-specific matrisome-associated,ECM Regulators
zmp-6,Nematode-specific matrisome-associated,ECM Regulators
T21D11.1,Nematode-specific matrisome-associated,ECM Regulators
WBGene00020646,Nematode-specific matrisome-associated,ECM Regulators
G5ECC4,Nematode-specific matrisome-associated,ECM Regulators
clec-222,Nematode-specific matrisome-associated,ECM-affiliated
C03E10.6,Nematode-specific matrisome-associated,ECM-affiliated
WBGene00007283,Nematode-specific matrisome-associated,ECM-affiliated
O62024,Nematode-specific matrisome-associated,ECM-affiliated
dyf-7,Nematode-specific matrisome-associated,ECM-affiliated
C43C3.3,Nematode-specific matrisome-associated,ECM-affiliated
WBGene00001123,Nematode-specific matrisome-associated,ECM-affiliated
flr-2,Nematode-specific matrisome-associated,ECM-affiliated
F58H1.4,Nematode-specific matrisome-associated,ECM-affiliated
WBGene00001466,Nematode-specific matrisome-associated,ECM-affiliated
Q21013,Nematode-specific matrisome-associated,ECM-affiliated
ghi-1,Nematode-specific matrisome-associated,ECM-affiliated
ZK20.1,Nematode-specific matrisome-associated,ECM-affiliated
WBGene00013923,Nematode-specific matrisome-associated,ECM-affiliated
Q23448,Nematode-specific matrisome-associated,ECM-affiliated
lev-9,Nematode-specific matrisome-associated,ECM-affiliated
T07H6.5,Nematode-specific matrisome-associated,ECM-affiliated
WBGene00002976,Nematode-specific matrisome-associated,ECM-affiliated
A0A1N7SZ15,Nematode-specific matrisome-associated,ECM-affiliated
A0A1N7SYU8,Nematode-specific matrisome-associated,ECM-affiliated
Q22328,Nematode-specific matrisome-associated,ECM-affiliated
lon-2,Nematode-specific matrisome-associated,ECM-affiliated
C39E6.1,Nematode-specific matrisome-associated,ECM-affiliated
WBGene00003056,Nematode-specific matrisome-associated,ECM-affiliated
Q18530,Nematode-specific matrisome-associated,ECM-affiliated
noah-1,Nematode-specific matrisome-associated,ECM-affiliated
C34G6.6,Nematode-specific matrisome-associated,ECM-affiliated
WBGene00016422,Nematode-specific matrisome-associated,ECM-affiliated
Q8T3B7,Nematode-specific matrisome-associated,ECM-affiliated
H8W3Y1,Nematode-specific matrisome-associated,ECM-affiliated
H2KZ73,Nematode-specific matrisome-associated,ECM-affiliated
noah-2,Nematode-specific matrisome-associated,ECM-affiliated
F52B11.3,Nematode-specific matrisome-associated,ECM-affiliated
WBGene00009926,Nematode-specific matrisome-associated,ECM-affiliated
Q9XUE5,Nematode-specific matrisome-associated,ECM-affiliated
pqn-84,Nematode-specific matrisome-associated,ECM-affiliated
Y41C4A.5,Nematode-specific matrisome-associated,ECM-affiliated
WBGene00004165,Nematode-specific matrisome-associated,ECM-affiliated
Q9U2I7,Nematode-specific matrisome-associated,ECM-affiliated
srap-1,Nematode-specific matrisome-associated,ECM-affiliated
T06D8.1,Nematode-specific matrisome-associated,ECM-affiliated
WBGene00011522,Nematode-specific matrisome-associated,ECM-affiliated
Y8A9A.2,Nematode-specific matrisome-associated,ECM-affiliated
WBGene00021171,Nematode-specific matrisome-associated,ECM-affiliated
C24B9.3,Nematode-specific matrisome-associated,Secreted Factors
WBGene00016048,Nematode-specific matrisome-associated,Secreted Factors
O76430,Nematode-specific matrisome-associated,Secreted Factors
cbn-1,Nematode-specific matrisome-associated,Secreted Factors
K01A2.11,Nematode-specific matrisome-associated,Secreted Factors
WBGene00019285,Nematode-specific matrisome-associated,Secreted Factors
H2KY97,Nematode-specific matrisome-associated,Secreted Factors
Q9TZ47,Nematode-specific matrisome-associated,Secreted Factors
H2KY96,Nematode-specific matrisome-associated,Secreted Factors
eff-1,Nematode-specific matrisome-associated,Secreted Factors
C26D10.5,Nematode-specific matrisome-associated,Secreted Factors
WBGene00001159,Nematode-specific matrisome-associated,Secreted Factors
G5ECA1,Nematode-specific matrisome-associated,Secreted Factors
G5EBM0,Nematode-specific matrisome-associated,Secreted Factors
let-653,Nematode-specific matrisome-associated,Secreted Factors
C29E6.1,Nematode-specific matrisome-associated,Secreted Factors
WBGene00002827,Nematode-specific matrisome-associated,Secreted Factors
Q27394,Nematode-specific matrisome-associated,Secreted Factors
lon-8,Nematode-specific matrisome-associated,Secreted Factors
Y59A8B.20,Nematode-specific matrisome-associated,Secreted Factors
WBGene00013352,Nematode-specific matrisome-associated,Secreted Factors
G5EGH7,Nematode-specific matrisome-associated,Secreted Factors
lpr-1,Nematode-specific matrisome-associated,Secreted Factors
Y65B4BR.2,Nematode-specific matrisome-associated,Secreted Factors
WBGene00002393,Nematode-specific matrisome-associated,Secreted Factors
B6DX32,Nematode-specific matrisome-associated,Secreted Factors
V6CJJ4,Nematode-specific matrisome-associated,Secreted Factors
G5EEP5,Nematode-specific matrisome-associated,Secreted Factors
V6CKQ7,Nematode-specific matrisome-associated,Secreted Factors
B6DX33,Nematode-specific matrisome-associated,Secreted Factors
V6CLX5,Nematode-specific matrisome-associated,Secreted Factors
lpr-2,Nematode-specific matrisome-associated,Secreted Factors
T12A7.5,Nematode-specific matrisome-associated,Secreted Factors
WBGene00011726,Nematode-specific matrisome-associated,Secreted Factors
G5EEB8,Nematode-specific matrisome-associated,Secreted Factors
lpr-3,Nematode-specific matrisome-associated,Secreted Factors
W04G3.8,Nematode-specific matrisome-associated,Secreted Factors
WBGene00012261,Nematode-specific matrisome-associated,Secreted Factors
G5EEA2,Nematode-specific matrisome-associated,Secreted Factors
lpr-4,Nematode-specific matrisome-associated,Secreted Factors
W04G3.3,Nematode-specific matrisome-associated,Secreted Factors
WBGene00012257,Nematode-specific matrisome-associated,Secreted Factors
Q23164,Nematode-specific matrisome-associated,Secreted Factors
lpr-5,Nematode-specific matrisome-associated,Secreted Factors
W04G3.2,Nematode-specific matrisome-associated,Secreted Factors
WBGene00012256,Nematode-specific matrisome-associated,Secreted Factors
Q23163,Nematode-specific matrisome-associated,Secreted Factors
mig-18,Nematode-specific matrisome-associated,Secreted Factors
F11F1.6,Nematode-specific matrisome-associated,Secreted Factors
WBGene00003249,Nematode-specific matrisome-associated,Secreted Factors
O45348,Nematode-specific matrisome-associated,Secreted Factors
mlt-8,Nematode-specific matrisome-associated,Secreted Factors
W08F4.6,Nematode-specific matrisome-associated,Secreted Factors
WBGene00021095,Nematode-specific matrisome-associated,Secreted Factors
O02106,Nematode-specific matrisome-associated,Secreted Factors
sym-1,Nematode-specific matrisome-associated,Secreted Factors
C44H4.3,Nematode-specific matrisome-associated,Secreted Factors
WBGene00006366,Nematode-specific matrisome-associated,Secreted Factors
G5EFP4,Nematode-specific matrisome-associated,Secreted Factors
T19A5.3,Nematode-specific matrisome-associated,Secreted Factors
WBGene00020554,Nematode-specific matrisome-associated,Secreted Factors
H2L0A2,Nematode-specific matrisome-associated,Secreted Factors
Q22552,Nematode-specific matrisome-associated,Secreted Factors
